gender,age_at_enrollment,gpa,tuition_debt,scholarship,failed_subjects,credits_enrolled,credits_passed,warning_level,target_binary,source_target
0,18,5.38,0,0,8,12,4,2,0,Enrolled
0,32,0.0,0,0,10,10,0,2,1,Dropout
0,28,12.12,0,0,2,10,8,0,0,Graduate
0,40,0.0,0,0,9,9,0,2,1,Dropout
0,39,0.0,1,0,9,9,0,2,1,Dropout
0,39,0.0,1,0,12,12,0,2,1,Dropout
0,50,12.45,0,0,1,12,11,0,0,Graduate
0,23,12.23,0,0,4,12,8,1,1,Dropout
0,48,10.5,0,0,10,12,2,2,1,Dropout
0,23,10.72,0,0,3,12,9,1,1,Dropout
0,18,12.61,0,1,2,16,14,0,0,Graduate
0,18,12.3,0,0,3,10,7,1,0,Graduate
0,20,13.25,0,0,1,12,11,0,0,Graduate
0,18,12.5,0,1,1,10,9,0,0,Graduate
0,18,6.0,0,0,11,15,4,2,1,Dropout
1,31,11.5,0,0,8,10,2,2,1,Dropout
1,24,11.25,0,0,6,10,4,2,0,Enrolled
1,24,0.0,0,0,0,0,0,2,0,Graduate
1,26,0.0,1,0,10,10,0,2,1,Dropout
1,18,12.69,1,0,3,12,9,1,1,Dropout
1,19,11.67,0,1,4,10,6,1,0,Enrolled
1,22,0.0,0,0,12,12,0,2,1,Dropout
1,18,11.69,0,0,2,16,14,1,0,Graduate
1,20,0.0,1,0,12,12,0,2,1,Dropout
1,25,0.0,0,0,0,0,0,2,0,Graduate
1,24,11.39,0,0,1,10,9,1,0,Graduate
1,27,7.0,0,0,9,10,1,2,1,Dropout
1,21,11.7,0,0,2,12,10,1,0,Graduate
1,21,13.01,0,0,0,12,12,0,0,Graduate
1,19,11.92,0,0,2,12,10,1,1,Dropout
1,28,14.77,0,0,0,15,15,0,0,Graduate
1,20,11.0,0,0,3,10,7,1,0,Enrolled
1,21,12.81,0,1,0,12,12,0,0,Graduate
1,18,15.57,0,1,0,15,15,0,0,Graduate
1,18,12.9,0,1,0,10,10,0,0,Enrolled
1,20,10.6,0,0,3,10,7,1,0,Enrolled
1,25,13.85,0,0,3,10,7,1,0,Enrolled
1,22,13.56,1,0,4,12,8,1,0,Enrolled
1,18,13.5,0,0,4,16,12,1,0,Enrolled
1,19,12.12,0,0,0,10,10,0,0,Graduate
1,19,12.0,0,0,4,10,6,1,1,Dropout
1,25,13.38,1,0,4,12,8,1,1,Dropout
1,21,12.72,1,0,7,19,12,2,1,Dropout
1,19,5.5,0,0,9,11,2,2,1,Dropout
1,20,0.0,0,0,10,10,0,2,1,Dropout
1,25,11.64,0,0,3,23,20,1,1,Dropout
1,20,11.5,0,0,4,10,6,1,0,Enrolled
1,18,0.0,0,0,0,0,0,2,0,Graduate
1,23,11.08,1,0,6,12,6,2,0,Enrolled
1,23,12.51,0,0,0,16,16,0,0,Graduate
1,21,12.05,0,0,2,24,22,0,0,Graduate
1,20,11.83,0,0,5,10,5,1,0,Enrolled
1,25,10.67,0,0,7,10,3,2,1,Dropout
1,18,13.35,0,0,1,12,11,0,0,Graduate
1,22,13.9,0,0,0,12,12,0,0,Graduate
1,27,14.36,0,0,0,12,12,0,0,Graduate
1,25,0.0,0,0,6,6,0,2,1,Dropout
1,18,11.5,0,0,4,10,6,1,1,Dropout
1,20,14.4,0,0,0,10,10,0,0,Graduate
1,27,12.25,0,0,2,12,10,0,0,Graduate
1,20,12.08,0,0,0,12,12,0,0,Graduate
1,22,6.0,0,0,9,10,1,2,1,Dropout
1,19,10.65,0,0,4,10,6,1,1,Dropout
1,20,11.62,0,0,2,10,8,1,0,Enrolled
1,19,0.0,0,0,0,0,0,2,0,Graduate
1,29,0.0,0,0,10,10,0,2,1,Dropout
1,19,13.83,0,0,2,16,14,0,0,Graduate
0,28,10.4,0,1,0,10,10,1,0,Enrolled
0,20,11.58,0,0,0,12,12,1,0,Graduate
0,20,13.56,0,0,2,12,10,0,0,Graduate
0,31,0.0,0,0,12,12,0,2,1,Dropout
0,18,12.58,0,0,1,15,14,0,0,Graduate
0,19,14.06,0,0,0,12,12,0,0,Enrolled
0,18,12.4,0,0,2,10,8,0,0,Graduate
0,19,11.7,0,0,2,12,10,1,0,Graduate
0,18,15.1,0,1,0,10,10,0,0,Graduate
0,19,12.6,0,0,2,10,8,0,0,Graduate
0,18,12.56,0,1,0,12,12,0,0,Graduate
0,19,11.83,0,0,3,12,9,1,0,Graduate
0,19,12.99,0,0,0,15,15,0,0,Graduate
0,18,14.19,0,0,0,12,12,0,0,Graduate
0,19,12.08,0,0,5,14,9,1,0,Enrolled
0,20,12.85,0,1,0,12,12,0,0,Graduate
0,20,13.2,0,0,3,12,9,1,0,Enrolled
0,20,13.67,1,0,1,12,11,0,0,Enrolled
0,29,11.5,0,0,6,28,22,2,1,Dropout
0,20,11.0,0,1,5,12,7,1,1,Dropout
0,31,12.63,1,0,3,14,11,1,1,Dropout
0,20,13.22,0,0,0,12,12,0,0,Graduate
0,21,11.68,0,0,0,31,31,1,0,Graduate
0,23,0.0,0,0,12,12,0,2,1,Dropout
0,21,12.3,1,0,4,12,8,1,1,Dropout
0,24,16.32,0,0,0,15,15,0,0,Graduate
0,27,12.42,0,0,0,12,12,0,0,Graduate
0,18,14.43,0,1,0,15,15,0,0,Graduate
0,21,0.0,0,0,0,0,0,2,1,Dropout
0,19,0.0,1,1,10,10,0,2,1,Dropout
0,19,12.36,0,1,2,16,14,0,0,Graduate
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,11.98,0,1,4,14,10,1,0,Enrolled
0,20,13.21,1,1,0,14,14,0,0,Graduate
0,24,13.58,0,0,1,12,11,0,0,Graduate
0,20,12.0,0,0,0,12,12,0,0,Graduate
0,20,12.1,0,0,1,10,9,0,0,Enrolled
0,19,12.36,0,1,2,16,14,0,0,Graduate
0,18,13.86,0,1,2,16,14,0,0,Graduate
0,20,11.5,0,1,0,12,12,1,0,Graduate
0,20,13.32,0,0,0,15,15,0,0,Graduate
0,19,12.68,0,1,1,15,14,0,0,Graduate
0,19,12.21,0,0,3,12,9,1,0,Enrolled
0,20,13.17,0,0,0,12,12,0,0,Graduate
0,19,10.38,0,0,6,10,4,2,1,Dropout
0,19,11.75,0,0,4,12,8,1,1,Dropout
0,18,13.73,0,1,0,16,16,0,0,Graduate
0,23,13.0,0,1,3,12,9,1,1,Dropout
0,21,11.4,0,0,2,12,10,1,1,Dropout
0,23,11.11,0,0,2,17,15,1,0,Graduate
0,19,13.42,0,0,0,15,15,0,0,Graduate
0,18,13.58,0,0,0,12,12,0,0,Graduate
0,19,11.9,0,0,2,12,10,1,0,Graduate
0,25,12.04,0,1,2,16,14,0,0,Graduate
0,19,12.6,0,0,3,12,9,1,0,Enrolled
0,19,14.17,0,1,0,15,15,0,0,Graduate
0,24,11.35,1,1,1,15,14,1,0,Graduate
0,18,13.75,0,1,1,12,11,0,0,Graduate
0,19,12.42,0,1,0,12,12,0,0,Graduate
0,18,12.63,0,1,2,16,14,0,0,Graduate
0,27,11.03,0,0,3,10,7,1,0,Enrolled
0,19,11.4,0,0,2,12,10,1,0,Graduate
0,18,12.25,0,1,0,12,12,0,1,Dropout
0,34,6.75,1,0,8,12,4,2,1,Dropout
0,18,11.33,0,0,5,10,5,1,0,Enrolled
0,18,11.42,0,0,5,10,5,1,0,Enrolled
0,18,14.27,0,0,0,16,16,0,0,Enrolled
0,20,0.0,1,0,12,12,0,2,1,Dropout
0,19,11.92,0,1,5,10,5,1,0,Enrolled
0,21,10.6,0,0,6,12,6,2,0,Enrolled
0,26,13.42,0,0,0,10,10,0,0,Graduate
0,27,12.72,0,0,0,15,15,0,0,Graduate
0,20,11.12,0,0,2,10,8,1,0,Graduate
0,18,15.9,0,0,0,12,12,0,0,Graduate
0,23,13.58,0,0,6,21,15,2,0,Enrolled
0,24,12.61,0,0,2,16,14,0,0,Graduate
0,19,11.85,0,1,1,12,11,1,0,Graduate
0,19,11.38,0,0,4,12,8,1,0,Graduate
0,19,10.7,1,1,4,12,8,1,0,Enrolled
0,18,10.3,1,0,5,12,7,1,0,Enrolled
0,22,11.19,0,0,5,29,24,1,0,Graduate
0,20,12.4,0,0,2,12,10,0,0,Graduate
0,25,0.0,0,0,12,12,0,2,1,Dropout
0,21,15.67,0,0,0,12,12,0,0,Graduate
0,19,11.75,0,0,3,14,11,1,0,Enrolled
0,18,13.12,0,0,0,12,12,0,0,Graduate
0,18,12.62,0,0,3,10,7,1,0,Graduate
1,19,13.9,0,0,0,15,15,0,0,Graduate
0,19,15.7,0,1,0,10,10,0,0,Graduate
0,18,11.98,1,0,3,12,9,1,1,Dropout
0,20,13.18,0,1,0,22,22,0,0,Graduate
0,19,0.0,0,0,15,15,0,2,1,Dropout
0,28,13.47,0,0,0,34,34,0,0,Graduate
0,20,12.62,0,1,0,12,12,0,0,Graduate
0,30,14.08,0,0,2,18,16,0,1,Dropout
0,19,12.01,0,1,0,15,15,0,0,Graduate
0,22,12.43,0,0,1,12,11,0,0,Graduate
0,18,12.83,0,0,0,12,12,0,0,Graduate
0,23,10.5,0,0,8,12,4,2,1,Dropout
0,18,14.5,0,0,0,12,12,0,0,Graduate
0,18,11.92,0,0,3,12,9,1,0,Enrolled
1,50,7.5,1,0,10,11,1,2,1,Dropout
0,19,0.0,0,1,0,0,0,2,0,Graduate
0,22,10.75,0,0,0,12,12,1,0,Graduate
0,23,13.57,1,1,0,12,12,0,0,Graduate
0,20,14.2,1,1,0,10,10,0,1,Dropout
0,44,0.0,0,0,12,12,0,2,1,Dropout
1,49,11.61,0,0,8,24,16,2,0,Graduate
1,46,12.5,0,0,1,20,19,0,0,Graduate
1,41,11.67,0,0,0,5,5,1,1,Dropout
1,18,12.16,0,0,0,15,15,0,0,Graduate
1,43,12.9,0,0,0,10,10,0,0,Graduate
1,70,0.0,1,0,10,10,0,2,1,Dropout
1,48,0.0,0,0,12,12,0,2,1,Dropout
1,41,12.53,0,0,0,32,32,0,0,Graduate
1,21,12.79,0,0,2,12,10,0,0,Enrolled
1,35,5.62,1,0,11,14,3,2,1,Dropout
1,44,14.75,0,0,2,10,8,0,0,Graduate
1,18,13.42,1,0,4,10,6,1,1,Dropout
1,45,13.67,0,0,0,12,12,0,0,Graduate
1,20,10.4,0,0,4,12,8,1,0,Enrolled
1,22,12.16,0,0,1,12,11,0,0,Graduate
1,39,17.17,0,0,6,10,4,2,1,Dropout
1,20,12.6,0,0,4,12,8,1,0,Enrolled
1,49,13.83,0,0,4,10,6,1,1,Dropout
1,43,13.19,0,0,0,5,5,0,1,Dropout
1,32,0.0,0,0,10,10,0,2,1,Dropout
1,47,13.98,0,0,0,16,16,0,0,Graduate
1,37,13.17,0,1,1,10,9,0,1,Dropout
1,41,12.32,0,0,0,17,17,0,0,Graduate
1,60,14.17,0,0,0,31,31,0,0,Graduate
1,47,15.25,0,0,0,20,20,0,0,Graduate
1,50,0.0,1,0,11,11,0,2,1,Dropout
1,45,0.0,0,0,10,10,0,2,1,Dropout
1,45,0.0,1,0,10,10,0,2,1,Dropout
1,33,12.55,0,0,1,10,9,0,0,Graduate
1,18,13.11,0,0,2,16,14,0,0,Graduate
1,43,13.95,0,0,0,10,10,0,0,Graduate
1,44,11.92,0,0,0,24,24,1,0,Graduate
1,29,0.0,0,0,10,10,0,2,1,Dropout
1,53,7.17,1,0,9,12,3,2,1,Dropout
1,37,16.7,0,0,0,10,10,0,0,Enrolled
1,18,13.1,0,0,2,12,10,0,0,Enrolled
1,35,12.33,1,0,10,19,9,2,1,Dropout
1,23,12.5,0,0,0,12,12,0,0,Enrolled
1,22,0.0,0,0,0,0,0,2,0,Graduate
1,33,5.5,0,0,11,12,1,2,1,Dropout
1,41,0.0,0,0,10,10,0,2,1,Dropout
1,51,15.89,0,0,0,15,15,0,0,Graduate
1,19,14.4,0,0,0,13,13,0,0,Graduate
1,35,0.0,0,0,10,10,0,2,1,Dropout
1,20,0.0,0,0,0,0,0,2,0,Graduate
1,18,12.48,0,0,3,12,9,1,0,Enrolled
1,18,12.08,1,1,4,12,8,1,1,Dropout
1,21,11.9,0,0,2,12,10,1,0,Graduate
1,21,11.8,0,0,1,12,11,1,0,Graduate
1,34,12.21,0,0,3,10,7,1,0,Graduate
1,34,0.0,0,0,12,12,0,2,1,Dropout
1,21,11.94,0,0,1,12,11,1,0,Graduate
1,32,11.81,0,0,5,18,13,1,0,Enrolled
1,30,10.67,0,0,7,12,5,2,1,Dropout
1,19,11.59,1,0,2,23,21,1,0,Enrolled
1,20,13.42,0,0,2,13,11,0,1,Dropout
1,18,0.0,0,0,12,12,0,2,1,Dropout
1,19,13.46,0,0,0,12,12,0,0,Graduate
1,18,13.3,0,0,3,14,11,1,1,Dropout
1,27,10.92,0,0,3,10,7,1,1,Dropout
1,52,14.0,0,0,1,12,11,0,0,Graduate
1,29,0.0,0,0,12,12,0,2,1,Dropout
1,22,11.17,1,0,7,12,5,2,1,Dropout
1,28,11.96,0,0,1,31,30,1,0,Graduate
1,30,0.0,0,0,10,10,0,2,1,Dropout
0,18,13.71,0,0,0,15,15,0,0,Graduate
0,21,12.54,0,0,3,10,7,1,0,Graduate
0,20,14.0,1,1,0,12,12,0,0,Graduate
0,21,13.1,0,1,0,16,16,0,0,Graduate
0,32,0.0,1,0,10,10,0,2,1,Dropout
1,20,13.83,0,1,0,12,12,0,0,Graduate
1,19,0.0,1,0,0,0,0,2,1,Dropout
1,18,11.79,1,0,5,12,7,1,1,Dropout
1,23,11.18,0,0,6,29,23,2,1,Dropout
1,20,12.67,0,0,2,12,10,0,0,Graduate
0,46,11.59,0,0,1,14,13,1,0,Graduate
1,27,12.3,0,0,0,30,30,0,0,Graduate
1,20,0.0,0,0,0,0,0,2,0,Enrolled
1,41,12.0,0,0,1,16,15,0,0,Graduate
1,40,10.5,1,0,8,10,2,2,0,Enrolled
1,37,13.56,0,0,1,27,26,0,0,Graduate
1,20,10.7,0,0,0,10,10,1,0,Enrolled
0,20,12.2,0,0,2,10,8,0,0,Enrolled
0,26,12.45,0,0,0,16,16,0,0,Graduate
1,54,14.1,0,0,0,16,16,0,0,Graduate
1,21,14.58,0,0,0,12,12,0,0,Graduate
0,20,15.14,0,1,0,12,12,0,0,Graduate
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,19,13.35,0,0,2,15,13,0,0,Enrolled
0,18,12.25,0,0,0,12,12,0,0,Graduate
0,19,12.0,0,0,4,12,8,1,0,Enrolled
0,22,12.0,1,0,3,12,9,1,1,Dropout
0,19,15.31,0,0,0,12,12,0,0,Graduate
0,21,13.29,0,0,6,23,17,2,1,Dropout
0,20,13.08,0,0,2,14,12,0,0,Enrolled
0,18,13.17,0,1,0,12,12,0,0,Graduate
0,18,15.25,0,1,0,12,12,0,0,Graduate
0,20,11.08,1,0,6,12,6,2,1,Dropout
0,18,14.65,0,1,0,15,15,0,0,Graduate
0,18,13.34,0,0,4,16,12,1,0,Enrolled
0,20,12.57,0,1,1,12,11,0,0,Graduate
0,19,11.49,0,0,0,12,12,1,0,Graduate
0,18,13.83,0,0,1,12,11,0,0,Graduate
0,18,14.54,0,0,2,16,14,0,0,Graduate
0,18,14.2,1,1,0,10,10,0,1,Dropout
0,20,0.0,0,1,0,0,0,2,0,Graduate
0,19,13.5,0,1,0,12,12,0,0,Graduate
1,36,5.75,0,0,11,13,2,2,1,Dropout
0,19,11.88,0,1,0,12,12,1,0,Graduate
0,18,12.8,0,0,1,12,11,0,0,Graduate
0,18,12.67,0,1,0,12,12,0,0,Graduate
0,18,14.5,0,1,0,12,12,0,0,Graduate
0,19,13.11,0,0,0,16,16,0,0,Graduate
0,18,13.02,0,0,0,15,15,0,0,Graduate
0,19,13.5,0,1,0,12,12,0,0,Graduate
0,18,12.46,0,0,2,12,10,0,0,Enrolled
0,22,11.5,0,1,2,12,10,1,0,Enrolled
0,18,0.0,1,0,12,12,0,2,1,Dropout
0,19,12.9,0,0,0,10,10,0,0,Graduate
0,18,14.75,0,0,0,12,12,0,0,Graduate
0,19,14.07,0,0,0,14,14,0,0,Graduate
0,20,10.75,1,0,5,10,5,1,0,Enrolled
0,18,12.58,0,1,0,12,12,0,0,Graduate
0,23,13.5,1,0,2,12,10,0,0,Enrolled
0,20,0.0,0,0,10,10,0,2,1,Dropout
0,20,11.33,0,0,0,12,12,1,0,Enrolled
0,22,0.0,1,1,12,12,0,2,1,Dropout
0,18,12.9,0,1,1,14,13,0,0,Graduate
0,18,13.89,0,1,0,15,15,0,0,Graduate
0,18,14.3,0,0,0,15,15,0,0,Graduate
0,18,15.36,0,0,0,14,14,0,0,Graduate
0,21,12.73,0,0,2,10,8,0,0,Enrolled
0,20,12.0,0,0,0,12,12,0,0,Enrolled
0,18,13.67,0,0,0,12,12,0,0,Graduate
0,20,13.31,0,1,1,15,14,0,0,Enrolled
0,25,12.83,0,0,0,12,12,0,0,Graduate
0,18,11.8,0,1,1,10,9,1,0,Graduate
0,19,0.0,0,0,0,0,0,2,0,Graduate
0,20,13.96,0,0,2,14,12,0,0,Enrolled
0,20,12.93,0,1,0,12,12,0,0,Graduate
0,21,12.0,0,1,0,12,12,0,0,Graduate
0,18,14.0,0,0,1,12,11,0,0,Graduate
0,18,12.37,0,0,1,14,13,0,1,Dropout
0,18,15.58,0,1,0,12,12,0,0,Graduate
0,18,14.25,0,0,0,16,16,0,0,Graduate
0,19,0.0,0,0,12,12,0,2,1,Dropout
0,20,11.33,0,0,0,12,12,1,1,Dropout
0,47,0.0,0,0,11,11,0,2,1,Dropout
0,21,12.85,1,0,3,10,7,1,0,Enrolled
1,31,11.0,0,0,9,12,3,2,1,Dropout
1,46,0.0,0,0,10,10,0,2,1,Dropout
1,18,11.5,0,0,4,10,6,1,0,Enrolled
1,19,12.04,0,0,3,10,7,1,1,Dropout
1,23,12.96,0,0,7,14,7,2,0,Enrolled
1,22,0.0,0,0,10,10,0,2,1,Dropout
1,19,13.1,0,0,0,10,10,0,0,Graduate
0,19,0.0,1,0,10,10,0,2,1,Dropout
1,22,12.75,0,0,2,10,8,0,0,Enrolled
1,29,0.0,1,0,10,10,0,2,1,Dropout
0,18,14.02,0,0,2,14,12,0,0,Graduate
0,18,11.1,0,0,2,12,10,1,0,Graduate
0,23,0.0,1,1,0,0,0,2,1,Dropout
0,34,11.2,0,0,0,10,10,1,0,Graduate
0,19,10.46,0,0,3,10,7,1,0,Graduate
0,18,13.48,0,0,1,10,9,0,0,Enrolled
0,20,14.01,0,1,0,15,15,0,0,Graduate
0,19,13.29,0,0,1,15,14,0,0,Graduate
0,22,11.92,0,0,3,12,9,1,0,Enrolled
0,23,14.01,0,1,0,12,12,0,0,Graduate
1,34,13.84,0,1,2,16,14,0,0,Graduate
1,18,0.0,1,0,10,10,0,2,0,Enrolled
1,21,5.9,0,0,7,12,5,2,1,Dropout
1,22,13.25,0,0,0,12,12,0,1,Dropout
1,28,0.0,0,0,12,12,0,2,1,Dropout
1,23,0.0,0,0,10,10,0,2,1,Dropout
1,20,10.38,0,0,6,12,6,2,1,Dropout
1,18,12.92,0,0,2,10,8,0,1,Dropout
1,28,0.0,1,0,10,10,0,2,1,Dropout
1,21,12.07,0,0,7,16,9,2,1,Dropout
1,25,14.25,1,0,7,12,5,2,1,Dropout
1,19,13.75,0,0,0,12,12,0,1,Dropout
1,18,14.87,0,1,0,15,15,0,0,Graduate
1,29,0.0,0,0,8,8,0,2,1,Dropout
1,29,0.0,0,1,10,10,0,2,1,Dropout
1,20,13.33,0,0,1,12,11,0,0,Graduate
1,18,0.0,0,0,0,0,0,2,0,Graduate
1,20,12.82,0,0,0,12,12,0,0,Graduate
1,33,15.5,0,0,7,10,3,2,1,Dropout
1,30,11.52,0,0,3,26,23,1,0,Graduate
1,21,11.39,0,1,4,15,11,1,0,Enrolled
1,18,14.75,1,0,3,12,9,1,0,Graduate
1,19,13.24,0,1,0,15,15,0,0,Graduate
1,21,11.25,0,1,3,12,9,1,1,Dropout
1,25,5.0,0,1,12,14,2,2,1,Dropout
1,19,11.97,0,0,2,10,8,1,0,Graduate
1,23,12.17,0,0,4,16,12,1,1,Dropout
1,19,13.43,0,1,1,12,11,0,0,Graduate
1,19,0.0,0,0,0,0,0,2,0,Graduate
1,31,5.5,1,0,11,12,1,2,1,Dropout
1,32,12.21,1,0,7,16,9,2,1,Dropout
0,19,12.6,0,1,2,16,14,0,0,Graduate
0,34,12.27,0,0,1,20,19,0,0,Graduate
0,21,13.08,0,0,0,12,12,0,0,Graduate
0,53,11.0,0,1,1,14,13,1,0,Graduate
0,19,14.68,0,1,0,15,15,0,0,Graduate
0,20,12.12,0,1,4,12,8,1,0,Graduate
0,18,14.33,0,0,0,12,12,0,0,Graduate
0,32,0.0,0,0,0,0,0,2,1,Dropout
0,21,14.43,0,1,2,16,14,0,0,Graduate
0,26,0.0,0,0,10,10,0,2,1,Dropout
0,26,12.15,0,0,0,31,31,0,0,Graduate
0,21,12.17,0,0,6,10,4,2,1,Dropout
0,18,12.75,0,0,0,12,12,0,0,Graduate
0,21,12.94,0,1,1,24,23,0,0,Graduate
0,21,10.92,0,0,2,12,10,1,0,Enrolled
0,19,13.5,0,1,0,12,12,0,0,Graduate
0,19,12.0,0,0,6,10,4,2,1,Dropout
0,19,11.31,0,1,1,12,11,1,0,Graduate
0,27,12.89,0,0,0,16,16,0,0,Graduate
0,18,12.95,0,1,2,14,12,0,0,Graduate
0,20,5.0,0,0,9,10,1,2,1,Dropout
0,19,12.82,0,1,0,15,15,0,0,Graduate
0,20,0.0,0,0,12,12,0,2,1,Dropout
0,19,11.36,0,1,1,12,11,1,0,Graduate
0,20,10.62,0,0,5,12,7,1,0,Enrolled
0,20,0.0,0,0,0,0,0,2,1,Dropout
0,18,13.25,0,0,0,12,12,0,0,Graduate
0,20,13.08,0,0,1,10,9,0,0,Graduate
0,38,10.8,0,0,3,10,7,1,1,Dropout
0,42,11.6,0,0,1,12,11,1,0,Graduate
0,32,0.0,0,0,15,15,0,2,1,Dropout
0,22,13.33,0,0,0,12,12,0,0,Graduate
0,28,0.0,0,0,10,10,0,2,1,Dropout
0,37,0.0,0,0,12,12,0,2,1,Dropout
0,43,14.58,0,0,0,12,12,0,0,Graduate
0,41,12.58,0,1,1,12,11,0,0,Graduate
0,29,11.08,0,1,3,12,9,1,0,Graduate
0,35,11.17,0,1,0,12,12,1,0,Graduate
0,18,12.0,0,0,4,12,8,1,1,Dropout
0,39,11.0,0,1,9,14,5,2,1,Dropout
0,37,10.67,0,0,5,10,5,1,0,Enrolled
0,26,13.7,0,1,2,14,12,0,0,Graduate
0,32,7.0,0,0,9,10,1,2,1,Dropout
0,37,11.77,1,0,2,15,13,1,0,Enrolled
0,28,0.0,1,0,12,12,0,2,0,Enrolled
0,19,0.0,0,0,12,12,0,2,1,Dropout
0,18,11.75,0,0,7,10,3,2,0,Enrolled
0,19,13.14,0,1,1,14,13,0,0,Graduate
0,32,14.36,0,0,3,19,16,1,0,Graduate
0,31,11.25,0,0,5,10,5,1,1,Dropout
0,34,11.71,0,0,2,16,14,1,0,Enrolled
0,20,13.79,0,0,0,23,23,0,0,Graduate
0,28,10.38,0,0,12,14,2,2,1,Dropout
0,31,12.71,0,0,0,13,13,0,0,Enrolled
0,18,12.46,0,0,2,12,10,0,0,Enrolled
0,31,11.2,0,0,4,12,8,1,1,Dropout
0,19,12.7,0,0,1,12,11,0,0,Graduate
0,19,13.14,0,1,0,12,12,0,0,Graduate
0,31,0.0,0,0,11,11,0,2,0,Enrolled
0,34,0.0,0,0,12,12,0,2,1,Dropout
0,18,15.68,0,1,0,15,15,0,0,Graduate
0,18,12.92,0,0,0,12,12,0,0,Graduate
1,19,13.22,1,0,0,10,10,0,0,Graduate
1,22,0.0,0,1,8,8,0,2,1,Dropout
1,32,11.45,0,0,5,19,14,1,0,Graduate
1,61,0.0,0,0,10,10,0,2,1,Dropout
1,30,11.3,0,0,0,10,10,1,0,Graduate
1,45,0.0,1,0,10,10,0,2,1,Dropout
1,20,13.12,0,0,0,12,12,0,0,Graduate
0,19,0.0,0,0,15,15,0,2,1,Dropout
1,26,11.62,0,0,13,21,8,2,1,Dropout
1,19,12.17,0,0,6,10,4,2,1,Dropout
1,19,11.83,0,1,0,12,12,1,0,Graduate
1,19,12.75,0,0,1,12,11,0,0,Graduate
1,19,12.93,0,1,0,10,10,0,0,Graduate
1,19,0.0,0,0,9,9,0,2,1,Dropout
1,28,11.58,0,0,5,10,5,1,1,Dropout
1,24,13.55,0,0,0,29,29,0,0,Graduate
1,18,13.43,0,0,2,10,8,0,0,Graduate
1,18,12.08,0,0,6,10,4,2,0,Enrolled
1,18,10.93,0,1,1,12,11,1,0,Graduate
1,21,12.9,0,0,2,12,10,0,0,Graduate
1,28,0.0,0,0,10,10,0,2,1,Dropout
1,58,0.0,0,0,12,12,0,2,1,Dropout
1,49,0.0,0,0,10,10,0,2,1,Dropout
1,24,10.58,0,0,5,10,5,1,0,Enrolled
1,25,14.25,0,0,2,10,8,0,0,Graduate
1,33,5.0,0,0,9,10,1,2,1,Dropout
1,33,0.0,0,0,10,10,0,2,1,Dropout
1,40,15.75,0,0,1,6,5,0,0,Graduate
1,48,11.71,0,0,0,10,10,1,0,Graduate
1,18,11.17,1,0,4,10,6,1,0,Enrolled
1,24,12.67,0,0,2,14,12,0,0,Graduate
1,23,12.52,0,1,1,10,9,0,0,Graduate
1,39,12.63,1,0,0,10,10,0,1,Dropout
1,21,12.08,0,0,3,20,17,1,0,Graduate
1,34,10.88,0,0,5,11,6,1,1,Dropout
1,41,11.2,0,1,1,10,9,1,0,Enrolled
1,18,12.25,0,0,0,12,12,0,0,Graduate
1,34,11.29,0,0,2,10,8,1,0,Enrolled
1,19,13.0,0,0,7,10,3,2,1,Dropout
1,19,13.71,0,0,2,16,14,0,0,Graduate
1,28,15.34,0,0,0,12,12,0,0,Graduate
1,18,5.4,0,0,7,12,5,2,1,Dropout
1,19,11.0,0,0,7,12,5,2,1,Dropout
1,19,13.0,1,0,5,12,7,1,1,Dropout
0,18,15.53,0,0,0,15,15,0,0,Graduate
0,18,13.4,0,0,1,12,11,0,0,Graduate
0,18,11.21,0,0,0,12,12,1,1,Dropout
0,19,13.83,0,0,0,12,12,0,0,Graduate
0,31,13.55,0,0,2,12,10,0,0,Graduate
0,33,14.25,0,1,0,12,12,0,0,Graduate
0,20,14.0,0,1,3,14,11,1,0,Enrolled
0,22,12.15,0,0,5,12,7,1,0,Enrolled
0,19,13.03,0,0,1,12,11,0,0,Graduate
0,18,12.75,0,0,0,12,12,0,1,Dropout
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,0.0,0,0,0,0,0,2,0,Graduate
0,19,11.1,0,1,2,10,8,1,0,Graduate
0,18,16.96,0,0,0,12,12,0,1,Dropout
0,18,12.83,0,0,2,10,8,0,0,Graduate
0,18,15.23,0,1,2,16,14,0,0,Graduate
0,21,13.0,0,0,0,18,18,0,0,Graduate
0,18,14.43,0,1,2,16,14,0,0,Graduate
0,18,13.79,0,0,0,12,12,0,0,Graduate
0,18,13.16,0,0,2,15,13,0,0,Graduate
0,20,12.01,0,0,2,15,13,0,0,Graduate
0,18,13.3,0,1,0,10,10,0,0,Graduate
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,20,11.7,0,1,0,10,10,1,0,Graduate
0,20,12.33,0,0,0,12,12,0,0,Graduate
0,19,5.5,1,1,6,10,4,2,1,Dropout
0,19,13.05,0,1,0,22,22,0,0,Graduate
0,18,5.5,1,1,11,12,1,2,1,Dropout
0,19,12.06,1,1,0,12,12,0,0,Graduate
0,20,12.98,0,1,0,16,16,0,0,Graduate
0,21,11.27,0,0,1,12,11,1,0,Graduate
0,21,11.68,0,0,4,16,12,1,0,Graduate
